id,"X","city","area","rooms","bathroom","parking.spaces","floor","animal","furniture","hoa","rent.amount","property.tax","fire.insurance","total"
"3746",3745,1,35,1,1,0,"-","not acept","not furnished","R$0","R$1,100","R$84","R$17","R$1,201"
"3747",3746,1,350,7,4,2,"-","not acept","not furnished","R$0","R$8,000","R$1,250","R$121","R$9,371"
"3748",3747,1,60,2,2,2,"6","acept","not furnished","R$700","R$2,200","R$195","R$28","R$3,123"
"3749",3748,1,125,3,2,1,"9","acept","not furnished","R$1,000","R$4,655","R$200","R$59","R$5,914"
"3750",3749,1,68,2,2,2,"8","acept","furnished","R$1,030","R$3,419","R$236","R$44","R$4,729"
"3751",3750,1,280,3,4,2,"-","acept","not furnished","R$0","R$7,000","R$584","R$106","R$7,690"
"3752",3751,1,390,4,4,5,"8","not acept","furnished","R$8,500","R$8,600","R$3,917","R$109","R$21,130"
"3753",3752,1,198,5,5,2,"1","acept","not furnished","R$1,500","R$3,801","R$554","R$49","R$5,904"
"3754",3753,1,330,6,4,3,"-","acept","not furnished","R$0","R$13,000","R$1,156","R$196","R$14,350"
"3755",3754,1,430,4,3,4,"-","acept","not furnished","R$0","R$8,500","R$1,427","R$128","R$10,060"
"3756",3755,1,79,3,2,2,"11","acept","not furnished","R$1,200","R$2,600","R$314","R$33","R$4,147"
"3757",3756,1,100,1,1,0,"-","not acept","not furnished","Sem info","R$950","R$0","R$15","R$965"
"3758",3757,1,130,2,1,0,"-","acept","furnished","R$0","R$4,450","R$584","R$67","R$5,101"
"3759",3758,1,130,3,2,0,"1","acept","furnished","R$550","R$4,800","R$215","R$61","R$5,626"
"3760",3759,1,80,2,2,1,"-","acept","not furnished","R$0","R$2,600","R$417","R$40","R$3,057"
"3761",3760,1,45,2,1,0,"-","not acept","not furnished","R$70","R$1,450","R$43","R$22","R$1,585"
"3762",3761,0,45,1,1,1,"15","acept","not furnished","R$653","R$880","R$38","R$12","R$1,583"
"3763",3762,1,180,4,4,2,"10","acept","not furnished","R$1,900","R$5,500","R$507","R$70","R$7,977"
"3764",3763,0,84,3,1,1,"3","acept","not furnished","R$950","R$1,200","R$147","R$16","R$2,313"
"3765",3764,1,225,4,5,4,"22","acept","furnished","R$2,000","R$9,000","R$1,192","R$115","R$12,310"
"3766",3765,1,230,4,3,4,"17","not acept","furnished","R$2,217","R$6,000","R$745","R$77","R$9,039"
"3767",3766,0,350,2,2,2,"-","acept","not furnished","R$0","R$4,300","R$150","R$65","R$4,515"
"3768",3767,1,45,1,1,0,"-","not acept","not furnished","Incluso","R$1,200","R$0","R$19","R$1,219"
"3769",3768,1,208,4,4,3,"1","acept","furnished","R$2,860","R$8,000","R$1,672","R$102","R$12,630"
"3770",3769,1,48,2,1,1,"12","not acept","not furnished","R$405","R$2,050","R$104","R$26","R$2,585"
"3771",3770,1,360,4,5,2,"7","acept","not furnished","R$2,600","R$15,000","R$1,167","R$191","R$18,960"
"3772",3771,0,74,3,2,1,"4","acept","not furnished","R$390","R$1,000","R$24","R$13","R$1,427"
"3773",3772,1,37,1,1,1,"20","acept","not furnished","R$530","R$3,700","R$59","R$47","R$4,336"
"3774",3773,1,260,5,5,4,"20","not acept","not furnished","R$4,000","R$8,000","R$2,620","R$102","R$14,720"
"3775",3774,1,60,2,1,0,"2","acept","not furnished","R$200","R$1,445","R$0","R$19","R$1,664"
"3776",3775,1,50,2,1,0,"1","acept","not furnished","R$54","R$2,000","R$42","R$26","R$2,122"
"3777",3776,1,220,3,4,4,"10","acept","not furnished","R$3,500","R$7,000","R$1,000","R$89","R$11,590"
"3778",3777,1,375,4,4,3,"-","acept","not furnished","R$0","R$6,400","R$75","R$97","R$6,572"
"3779",3778,1,55,2,1,1,"19","acept","furnished","R$608","R$2,100","R$84","R$27","R$2,819"
"3780",3779,1,35,1,1,0,"1","not acept","not furnished","R$250","R$1,305","R$0","R$17","R$1,572"
"3781",3780,1,80,1,1,0,"-","not acept","not furnished","R$0","R$2,000","R$200","R$26","R$2,226"
"3782",3781,1,700,5,8,3,"-","acept","not furnished","R$0","R$12,000","R$1,000","R$181","R$13,180"
"3783",3782,0,80,3,1,0,"6","acept","not furnished","R$500","R$1,000","R$30","R$13","R$1,543"
"3784",3783,1,300,3,3,2,"11","acept","furnished","R$2,600","R$7,650","R$500","R$97","R$10,850"
"3785",3784,0,420,5,3,3,"-","not acept","not furnished","Sem info","R$4,000","R$142","R$61","R$4,203"
"3786",3785,1,190,3,4,4,"5","acept","not furnished","R$3,600","R$11,000","R$1,584","R$140","R$16,320"
"3787",3786,1,300,4,5,4,"9","acept","furnished","R$4,300","R$7,000","R$1,417","R$89","R$12,810"
"3788",3787,0,50,1,1,0,"2","acept","not furnished","R$450","R$1,080","R$15","R$14","R$1,559"
"3789",3788,1,45,1,1,0,"1","not acept","not furnished","Sem info","R$1,100","R$0","R$17","R$1,117"
"3790",3789,1,64,2,1,1,"24","not acept","not furnished","R$592","R$1,817","R$84","R$24","R$2,517"
"3791",3790,1,140,3,4,3,"8","acept","furnished","R$1,250","R$9,500","R$775","R$121","R$11,650"
"3792",3791,1,89,2,3,1,"-","acept","furnished","R$360","R$5,700","R$204","R$73","R$6,337"
"3793",3792,1,50,2,2,1,"-","not acept","not furnished","R$200","R$2,175","R$234","R$33","R$2,642"
"3794",3793,1,200,3,2,3,"-","acept","not furnished","R$0","R$3,950","R$800","R$60","R$4,810"
"3795",3794,1,80,2,1,0,"16","acept","not furnished","R$417","R$1,863","R$0","R$8","R$2,288"
"3796",3795,1,400,4,3,2,"-","acept","not furnished","R$0","R$8,000","R$1,417","R$121","R$9,538"
"3797",3796,1,53,2,2,1,"7","acept","not furnished","R$450","R$2,350","R$0","R$30","R$2,830"
"3798",3797,0,63,2,1,1,"-","not acept","not furnished","R$352","R$1,750","R$90","R$23","R$2,215"
"3799",3798,1,200,2,3,1,"2","not acept","furnished","R$2,300","R$13,000","R$625","R$165","R$16,090"
"3800",3799,1,50,2,1,1,"7","not acept","furnished","R$465","R$1,357","R$0","R$6","R$1,828"
"3801",3800,1,260,4,4,3,"13","acept","not furnished","R$4,070","R$15,000","R$1,500","R$191","R$20,760"
"3802",3801,0,78,2,1,1,"8","acept","not furnished","R$605","R$1,468","R$106","R$19","R$2,198"
"3803",3802,1,368,4,5,4,"1","acept","not furnished","R$4,210","R$5,000","R$2,661","R$64","R$11,940"
"3804",3803,1,32,1,1,1,"14","not acept","furnished","R$2,000","R$1,700","R$125","R$22","R$3,847"
"3805",3804,1,83,3,2,2,"11","acept","not furnished","R$888","R$7,521","R$221","R$96","R$8,726"
"3806",3805,1,140,3,3,2,"-","acept","not furnished","R$0","R$3,800","R$200","R$58","R$4,058"
"3807",3806,1,155,4,5,3,"14","not acept","not furnished","R$1,850","R$6,000","R$625","R$77","R$8,552"
"3808",3807,1,102,2,1,0,"3","acept","not furnished","R$538","R$2,000","R$109","R$26","R$2,673"
"3809",3808,0,120,3,3,3,"8","not acept","not furnished","R$700","R$2,700","R$167","R$35","R$3,602"
"3810",3809,1,103,3,2,1,"-","acept","not furnished","Incluso","R$4,200","R$250","R$64","R$4,514"
"3811",3810,0,230,3,3,3,"6","acept","not furnished","R$3,200","R$4,500","R$534","R$58","R$8,292"
"3812",3811,1,340,4,3,8,"-","acept","not furnished","R$0","R$13,000","R$1,167","R$196","R$14,360"
"3813",3812,0,480,3,6,4,"-","acept","not furnished","R$700","R$5,400","R$584","R$82","R$6,766"
"3814",3813,1,400,5,5,5,"-","acept","not furnished","R$0","R$6,400","R$2,500","R$97","R$8,997"
"3815",3814,0,58,2,1,1,"3","acept","not furnished","R$289","R$950","R$11","R$13","R$1,263"
"3816",3815,1,92,2,1,1,"16","acept","not furnished","R$1,760","R$6,000","R$400","R$77","R$8,237"
"3817",3816,0,151,2,2,1,"8","acept","furnished","R$900","R$2,000","R$262","R$26","R$3,188"
"3818",3817,1,42,1,1,1,"7","not acept","furnished","R$743","R$2,800","R$209","R$36","R$3,788"
"3819",3818,1,170,3,2,2,"-","acept","not furnished","R$0","R$4,200","R$309","R$64","R$4,573"
"3820",3819,1,180,4,3,2,"11","acept","furnished","R$1,880","R$9,000","R$460","R$115","R$11,460"
"3821",3820,1,23,1,1,0,"23","acept","not furnished","R$399","R$2,100","R$42","R$27","R$2,568"
"3822",3821,1,285,4,4,4,"17","acept","not furnished","R$3,100","R$15,000","R$973","R$191","R$19,260"
"3823",3822,1,277,3,3,0,"11","acept","not furnished","R$2,332","R$8,500","R$550","R$108","R$11,490"
"3824",3823,1,214,3,2,5,"4","acept","not furnished","R$4,226","R$14,000","R$2,469","R$178","R$20,870"
"3825",3824,1,230,3,4,1,"8","acept","furnished","R$2,500","R$6,750","R$584","R$86","R$9,920"
"3826",3825,1,200,4,4,2,"9","acept","furnished","R$3,700","R$7,000","R$850","R$89","R$11,640"
"3827",3826,1,20,1,1,0,"-","acept","furnished","R$0","R$2,460","R$300","R$37","R$2,797"
"3828",3827,1,28,1,1,0,"1","not acept","furnished","Incluso","R$1,750","R$0","R$23","R$1,773"
"3829",3828,1,90,2,2,0,"-","acept","not furnished","R$0","R$1,750","R$0","R$27","R$1,777"
"3830",3829,1,112,3,2,3,"3","acept","not furnished","R$1,251","R$2,500","R$332","R$32","R$4,115"
"3831",3830,1,224,4,5,2,"-","acept","not furnished","R$0","R$3,800","R$731","R$58","R$4,589"
"3832",3831,1,214,4,6,4,"4","acept","furnished","R$2,000","R$11,000","R$780","R$140","R$13,920"
"3833",3832,1,42,1,1,0,"3","acept","furnished","R$949","R$2,456","R$0","R$9","R$3,414"
"3834",3833,1,80,2,1,0,"-","not acept","not furnished","R$0","R$1,400","R$100","R$22","R$1,522"
"3835",3834,1,160,3,3,2,"-","acept","not furnished","R$0","R$2,500","R$192","R$38","R$2,730"
"3836",3835,1,34,1,1,0,"9","acept","not furnished","R$310","R$4,600","R$55","R$59","R$5,024"
"3837",3836,0,189,3,3,3,"19","acept","not furnished","R$1,000","R$9,800","R$506","R$125","R$11,430"
"3838",3837,1,30,1,1,0,"4","acept","furnished","R$350","R$3,200","R$0","R$41","R$3,591"
"3839",3838,1,311,4,5,6,"4","acept","furnished","R$5,083","R$14,000","R$3,461","R$178","R$22,720"
"3840",3839,1,92,3,1,0,"1","not acept","furnished","R$150","R$1,700","R$13","R$22","R$1,885"
"3841",3840,1,48,2,1,1,"3","acept","not furnished","R$328","R$1,550","R$54","R$20","R$1,952"
"3842",3841,1,192,3,1,0,"-","not acept","not furnished","R$0","R$1,600","R$125","R$25","R$1,750"
"3843",3842,0,145,4,3,2,"8","acept","not furnished","R$1,800","R$5,700","R$292","R$73","R$7,865"
"3844",3843,1,33,1,1,1,"18","not acept","furnished","R$1,500","R$3,500","R$0","R$45","R$5,045"
"3845",3844,1,16,1,1,0,"1","not acept","not furnished","R$0","R$850","R$59","R$11","R$920"
"3846",3845,1,80,2,2,1,"8","acept","furnished","R$1,100","R$3,452","R$190","R$44","R$4,786"
"3847",3846,0,60,2,1,1,"3","acept","not furnished","R$505","R$450","R$48","R$6","R$1,009"
"3848",3847,1,79,3,2,2,"3","acept","not furnished","R$995","R$2,200","R$146","R$28","R$3,369"
"3849",3848,1,193,2,4,4,"7","acept","not furnished","R$1,948","R$13,000","R$1,323","R$165","R$16,440"
"3850",3849,1,300,3,3,5,"-","acept","not furnished","R$0","R$5,400","R$834","R$82","R$6,316"
"3851",3850,1,90,3,1,1,"2","acept","not furnished","R$1,000","R$3,000","R$50","R$39","R$4,089"
"3852",3851,1,55,2,2,1,"2","acept","furnished","R$100","R$1,200","R$39","R$16","R$1,355"
"3853",3852,1,130,4,4,3,"2","acept","not furnished","R$1,160","R$3,000","R$459","R$39","R$4,658"
"3854",3853,0,67,3,1,1,"1","not acept","not furnished","R$351","R$900","R$40","R$12","R$1,303"
"3855",3854,0,70,1,2,1,"6","acept","furnished","R$1,500","R$2,500","R$0","R$32","R$4,032"
"3856",3855,1,105,3,3,2,"4","not acept","not furnished","R$1,380","R$2,720","R$417","R$35","R$4,552"
"3857",3856,1,400,3,5,5,"-","acept","not furnished","R$0","R$12,500","R$0","R$188","R$12,690"
"3858",3857,1,44,1,1,0,"6","acept","not furnished","R$660","R$2,800","R$110","R$36","R$3,606"
"3859",3858,1,50,1,1,1,"10","not acept","furnished","R$1,436","R$7,800","R$359","R$99","R$9,694"
"3860",3859,1,70,1,1,0,"-","acept","not furnished","R$0","R$1,200","R$34","R$19","R$1,253"
"3861",3860,1,174,3,1,2,"-","acept","not furnished","R$0","R$3,600","R$284","R$55","R$3,939"
"3862",3861,1,84,3,2,2,"7","acept","furnished","R$540","R$2,200","R$71","R$28","R$2,839"
"3863",3862,1,100,2,1,1,"11","acept","not furnished","R$1,173","R$4,000","R$120","R$51","R$5,344"
"3864",3863,1,250,4,3,3,"-","acept","not furnished","R$0","R$4,350","R$250","R$66","R$4,666"
"3865",3864,1,48,1,1,1,"2","not acept","not furnished","R$867","R$2,300","R$133","R$30","R$3,330"
"3866",3865,1,64,2,1,1,"16","not acept","not furnished","R$592","R$1,727","R$84","R$22","R$2,425"
"3867",3866,1,104,3,3,2,"8","not acept","not furnished","R$1,400","R$4,000","R$350","R$51","R$5,801"
"3868",3867,1,347,4,5,4,"5","acept","furnished","R$3,500","R$12,000","R$1,500","R$153","R$17,150"
"3869",3868,1,66,2,2,1,"4","not acept","not furnished","R$1,100","R$1,868","R$125","R$24","R$3,117"
"3870",3869,1,100,2,3,2,"9","acept","not furnished","Incluso","R$12,960","R$0","R$165","R$13,130"
"3871",3870,1,67,2,2,1,"9","acept","not furnished","R$730","R$1,970","R$205","R$25","R$2,930"
"3872",3871,1,120,3,3,2,"-","acept","not furnished","R$0","R$2,900","R$375","R$44","R$3,319"
"3873",3872,0,45,1,1,0,"4","acept","not furnished","R$290","R$700","R$0","R$3","R$993"
"3874",3873,1,40,1,1,0,"-","not acept","furnished","R$0","R$860","R$59","R$13","R$932"
"3875",3874,1,127,3,4,2,"6","not acept","furnished","R$1,227","R$3,500","R$250","R$45","R$5,022"
"3876",3875,0,54,2,1,1,"3","acept","not furnished","R$286","R$1,099","R$23","R$14","R$1,422"
"3877",3876,0,78,3,2,2,"3","acept","furnished","R$755","R$2,150","R$37","R$28","R$2,970"
"3878",3877,1,524,4,5,3,"-","acept","furnished","R$0","R$11,050","R$1,167","R$167","R$12,380"
"3879",3878,1,25,1,1,0,"2","not acept","furnished","R$0","R$1,750","R$0","R$23","R$1,773"
"3880",3879,1,150,3,3,1,"9","acept","not furnished","R$1,700","R$13,000","R$305","R$165","R$15,170"
"3881",3880,1,163,3,4,3,"13","acept","furnished","R$2,900","R$3,000","R$822","R$39","R$6,761"
"3882",3881,0,380,3,3,5,"-","acept","not furnished","R$1,300","R$6,500","R$413","R$98","R$8,311"
"3883",3882,1,55,1,2,0,"1","acept","not furnished","R$0","R$1,400","R$0","R$18","R$1,418"
"3884",3883,1,162,2,2,1,"12","acept","furnished","R$1,420","R$5,000","R$0","R$64","R$6,484"
"3885",3884,0,53,2,1,1,"1","acept","not furnished","R$310","R$510","R$16","R$7","R$843"
"3886",3885,1,330,4,2,5,"-","acept","not furnished","R$0","R$1,870","R$400","R$29","R$2,299"
"3887",3886,1,33,1,1,1,"5","acept","furnished","R$613","R$3,700","R$109","R$47","R$4,469"
"3888",3887,1,80,4,2,1,"-","acept","not furnished","R$0","R$2,700","R$0","R$41","R$2,741"
"3889",3888,1,400,3,4,5,"-","acept","furnished","R$0","R$9,500","R$1,875","R$143","R$11,520"
"3890",3889,1,116,3,4,2,"4","acept","not furnished","R$1,036","R$8,000","R$584","R$102","R$9,722"
"3891",3890,1,140,3,4,3,"18","acept","not furnished","R$1,100","R$4,000","R$489","R$51","R$5,640"
"3892",3891,1,210,4,4,3,"-","acept","furnished","R$0","R$4,700","R$375","R$71","R$5,146"
"3893",3892,1,52,2,1,0,"4","acept","not furnished","R$0","R$1,340","R$0","R$17","R$1,357"
"3894",3893,1,25,1,1,1,"4","not acept","furnished","R$1,449","R$3,070","R$700","R$39","R$5,258"
"3895",3894,1,450,8,5,5,"-","acept","not furnished","Incluso","R$8,000","R$1,000","R$121","R$9,121"
"3896",3895,1,44,1,1,0,"4","not acept","not furnished","R$410","R$1,450","R$0","R$19","R$1,879"
"3897",3896,1,50,1,1,0,"-","acept","not furnished","R$0","R$700","R$45","R$11","R$756"
"3898",3897,1,56,2,2,1,"7","acept","not furnished","R$790","R$3,100","R$100","R$40","R$4,030"
"3899",3898,0,119,2,2,0,"10","acept","furnished","R$1,350","R$5,150","R$135","R$66","R$6,701"
"3900",3899,1,100,3,2,2,"10","acept","not furnished","R$885","R$3,500","R$221","R$45","R$4,651"
"3901",3900,0,200,3,5,4,"-","acept","furnished","R$603","R$5,500","R$179","R$83","R$6,365"
"3902",3901,1,102,3,2,1,"10","acept","not furnished","R$950","R$3,315","R$75","R$42","R$4,382"
"3903",3902,1,65,2,2,2,"4","acept","not furnished","R$1,000","R$5,000","R$110","R$64","R$6,174"
"3904",3903,1,213,4,5,4,"18","acept","not furnished","R$3,900","R$9,900","R$1,084","R$126","R$15,010"
"3905",3904,1,210,3,5,5,"20","acept","furnished","R$2,000","R$8,000","R$1,146","R$102","R$11,250"
"3906",3905,1,74,2,2,2,"8","not acept","not furnished","R$870","R$3,300","R$270","R$42","R$4,482"
"3907",3906,1,178,4,5,4,"27","acept","not furnished","R$1,500","R$9,800","R$96","R$125","R$11,520"
"3908",3907,1,90,2,1,1,"1","acept","not furnished","R$1,000","R$3,000","R$50","R$39","R$4,089"
"3909",3908,1,200,3,3,2,"8","acept","not furnished","R$2,500","R$12,000","R$834","R$153","R$15,490"
"3910",3909,0,70,3,1,1,"11","acept","furnished","R$450","R$1,450","R$62","R$19","R$1,981"
"3911",3910,0,53,2,2,1,"-","acept","furnished","R$443","R$1,900","R$54","R$25","R$2,422"
"3912",3911,0,68,3,1,1,"2","acept","not furnished","R$555","R$1,100","R$50","R$14","R$1,719"
"3913",3912,1,60,2,1,1,"6","acept","not furnished","R$660","R$2,800","R$98","R$36","R$3,594"
"3914",3913,1,62,2,1,1,"3","acept","not furnished","R$610","R$1,250","R$50","R$16","R$1,926"
"3915",3914,0,37,1,1,1,"2","acept","not furnished","R$478","R$555","R$0","R$8","R$1,041"
"3916",3915,0,50,1,1,1,"14","acept","furnished","R$735","R$1,300","R$184","R$17","R$2,236"
"3917",3916,1,45,1,1,2,"7","acept","not furnished","R$695","R$1,700","R$170","R$22","R$2,587"
"3918",3917,1,50,2,2,1,"3","not acept","not furnished","R$840","R$3,700","R$142","R$47","R$4,729"
"3919",3918,1,76,3,1,2,"2","acept","furnished","R$900","R$2,340","R$270","R$30","R$3,540"
"3920",3919,1,71,2,2,1,"-","acept","not furnished","R$250","R$1,830","R$153","R$24","R$2,257"
"3921",3920,1,270,4,5,2,"4","acept","not furnished","R$4,300","R$5,500","R$1,115","R$70","R$10,990"
"3922",3921,1,90,2,2,2,"17","acept","furnished","R$1,500","R$12,200","R$454","R$155","R$14,310"
"3923",3922,1,93,3,2,2,"18","acept","not furnished","R$1,000","R$3,400","R$209","R$44","R$4,653"
"3924",3923,1,140,3,4,2,"2","acept","not furnished","R$1,400","R$2,800","R$517","R$36","R$4,753"
"3925",3924,1,75,1,1,1,"11","acept","not furnished","R$650","R$1,500","R$150","R$20","R$2,320"
"3926",3925,1,62,2,2,1,"3","acept","not furnished","R$1,140","R$2,650","R$120","R$34","R$3,944"
"3927",3926,1,65,3,2,1,"6","acept","not furnished","R$861","R$2,039","R$0","R$26","R$2,926"
"3928",3927,1,93,3,3,2,"7","acept","furnished","R$1,230","R$3,750","R$359","R$48","R$5,387"
"3929",3928,1,50,1,1,0,"-","not acept","not furnished","R$0","R$1,093","R$0","R$17","R$1,110"
"3930",3929,0,63,2,1,1,"-","not acept","not furnished","R$352","R$1,750","R$90","R$23","R$2,215"
"3931",3930,1,350,4,5,5,"17","acept","furnished","R$2,400","R$15,000","R$2,400","R$191","R$19,990"
"3932",3931,1,447,5,4,6,"-","acept","not furnished","R$0","R$15,000","R$0","R$226","R$15,230"
"3933",3932,1,194,4,3,2,"7","acept","not furnished","R$2,600","R$2,999","R$643","R$38","R$6,280"
"3934",3933,1,200,4,2,4,"-","acept","not furnished","R$0","R$5,800","R$1,143","R$88","R$7,031"
"3935",3934,1,54,2,2,2,"5","acept","not furnished","R$691","R$2,735","R$109","R$11","R$3,546"
"3936",3935,1,180,2,1,4,"-","acept","not furnished","R$0","R$7,000","R$834","R$106","R$7,940"
"3937",3936,1,140,3,2,1,"13","acept","not furnished","R$1,141","R$2,900","R$148","R$37","R$4,226"
"3938",3937,1,127,3,2,2,"9","acept","not furnished","R$1,500","R$4,000","R$505","R$51","R$6,056"
"3939",3938,1,120,2,3,0,"2","acept","not furnished","R$904","R$3,300","R$195","R$42","R$4,441"
"3940",3939,1,225,4,2,2,"11","acept","not furnished","R$2,150","R$6,500","R$642","R$83","R$9,375"
"3941",3940,1,87,3,2,2,"9","not acept","not furnished","R$940","R$2,600","R$234","R$33","R$3,807"
"3942",3941,0,66,1,1,2,"2","acept","not furnished","R$577","R$1,600","R$41","R$21","R$2,239"
"3943",3942,1,120,3,3,2,"-","acept","not furnished","R$0","R$8,900","R$371","R$134","R$9,405"
"3944",3943,1,500,3,6,0,"-","acept","not furnished","R$0","R$7,000","R$1,667","R$106","R$8,773"
"3945",3944,1,190,4,4,3,"17","acept","not furnished","R$2,263","R$6,000","R$899","R$77","R$9,239"
"3946",3945,0,65,2,2,1,"4","not acept","not furnished","R$412","R$1,000","R$45","R$13","R$1,470"
"3947",3946,1,65,2,2,1,"10","acept","not furnished","R$913","R$2,613","Incluso","R$22","R$3,548"
"3948",3947,1,258,4,5,3,"4","acept","furnished","R$3,700","R$5,000","R$1,084","R$64","R$9,848"
"3949",3948,1,70,1,2,0,"2","acept","not furnished","R$450","R$2,035","R$111","R$26","R$2,622"
"3950",3949,1,84,2,2,0,"5","acept","furnished","R$550","R$2,500","R$0","R$32","R$3,082"
"3951",3950,1,50,1,1,0,"-","not acept","not furnished","R$0","R$880","R$17","R$14","R$911"
"3952",3951,1,220,4,4,3,"1","acept","not furnished","R$2,200","R$3,500","R$1,084","R$45","R$6,829"
"3953",3952,1,56,2,2,2,"17","acept","furnished","R$580","R$2,500","R$36","R$32","R$3,148"
"3954",3953,1,189,3,3,0,"5","acept","not furnished","R$1,950","R$4,100","R$375","R$52","R$6,477"
"3955",3954,1,35,1,1,1,"24","acept","furnished","R$540","R$2,200","R$140","R$28","R$2,908"
"3956",3955,1,25,1,1,0,"7","not acept","furnished","R$290","R$2,000","R$130","R$26","R$2,446"
